Chromosome/scaffold name	Transcript start (bp)	Transcript end (bp)
7	155227511	155230633
7	155109172	155111913
7	155099978	155103117
7	155072563	155078360
7	154937801	154938932
7	154939783	154940247
7	154937801	154940247
7	154821694	154828840
7	154821694	154828105
7	154786440	154791094
7	154773679	154778123
7	154738622	154741670
7	154753550	154763007
7	154664147	154667119
7	154646656	154653119
7	154558612	154560193
7	154553386	154554342
7	154553386	154554347
7	154553217	154555134
7	154553217	154555567
7	154507677	154512720
7	154494469	154495080
7	154456734	154460237
7	154297381	154299237
7	154293735	154294651
7	154293735	154295758
7	154293669	154295748
7	154222004	154224129
7	154212310	154218810
7	154147011	154158051
7	154104961	154121905
7	153881458	153882749
7	153857600	153858588
7	153856520	153858753
7	153856520	153858758
7	153769742	153774536
7	153745113	153759535
7	153745113	153759058
7	153740060	153740854
7	153694887	153695938
7	153692969	153695914
7	153608379	153609558
7	153457892	153458729
7	153457846	153464555
7	153330870	153331777
7	153320097	153322176
7	153320097	153324697
7	153320097	153324724
7	153288576	153290674
7	153256118	153260594
7	153256118	153256769
7	153219518	153220328
7	153136076	153136470
7	153136076	153138811
7	152989672	152992467
7	152867472	152868074
7	152808839	152813057
7	152740409	152778847
7	152777032	152778847
7	152721826	152729179
7	152614901	152621652
7	152561634	152563608
7	152503778	152504700
7	152485220	152489737
7	152475227	152481137
7	152475215	152478703
7	152475215	152478908
7	152428022	152430097
7	152428022	152431884
7	152428200	152433903
7	152428022	152438295
7	152100148	152102643
7	151985560	152001155
7	151882167	151890257
7	151882219	151890271
7	151888814	151890281
7	151882166	151890281
7	151764576	151764900
7	151441336	151446559
7	151229997	151231882
7	151226734	151228790
7	151123365	151124976
7	150926530	150933953
7	150924657	150926139
7	150906308	150907138
7	150823335	150830817
7	150823230	150824175
7	150579410	150587614
7	150538439	150548566
7	150538439	150548805
7	150538439	150548848
7	150538439	150548918
7	150492952	150497953
7	150498301	150498686
7	150493735	150504712
7	150491577	150492106
7	150455153	150459456
7	150455153	150460130
7	150404909	150406174
7	150316196	150319210
7	150316196	150320346
7	150307605	150310106
7	150199460	150215400
7	150195961	150215431
7	150193438	150195599
7	150190044	150192614
7	150123692	150125127
7	150075579	150080212
7	150014998	150023843
7	149973796	149981601
7	149975115	149981652
7	149975324	149981675
7	149975115	149981682
7	149973796	149981682
7	149974009	149981684
7	149973796	149981684
7	149937684	149949960
7	149795090	149796385
7	149755602	149762339
7	149600574	149602395
7	149525281	149526083
7	149471798	149473953
7	149393145	149400950
7	149393223	149400979
7	149393211	149400986
7	149393194	149401035
7	149287737	149290243
7	149287705	149290243
7	149310459	149313123
7	149205722	149210560
7	149040912	149068097
7	149067144	149068097
7	148928802	148931338
7	148916557	148917753
7	148916447	148917726
7	148737081	148741183
7	148626238	148657546
7	148524633	148527447
7	148500781	148502539
7	148359033	148365877
7	148359030	148364455
7	148359030	148365865
7	148359030	148365877
7	148317116	148320229
7	148209754	148212853
7	148119936	148120247
7	147871599	147872711
7	147756966	147764849
7	147744881	147754759
7	147624920	147625819
7	147624893	147625581
7	147624893	147625816
7	147615548	147620033
7	147615524	147616372
7	147615524	147619485
7	147567314	147612040
7	147563974	147566854
7	147460965	147461868
7	147416840	147419875
7	147162496	147162774
7	147159835	147162058
7	147158467	147159148
7	147130947	147131866
7	147114030	147114763
7	147102765	147108975
7	147102765	147108994
7	147095722	147099137
7	147042027	147044529
7	146803489	146804211
7	146783177	146784286
7	146783177	146803085
7	146783177	146806461
7	146638618	146642822
7	146634161	146635852
7	146624593	146627475
7	146523578	146525095
7	146523578	146526680
7	146523578	146526682
7	146523578	146526714
7	146523578	146527040
7	146406989	146411817
7	146276397	146281153
7	146156697	146162369
7	146056629	146057008
7	146004451	146006637
7	146004550	146014262
7	145987862	145991822
7	145949924	145952992
7	145800822	145801673
7	145800822	145805257
7	145800822	145806504
7	145800822	145806570
7	145753639	145754686
7	145708896	145719664
7	145632805	145633485
7	145418432	145424207
7	145336039	145338652
7	145335583	145338652
7	145335573	145338652
7	145215487	145217330
7	145184348	145188920
7	145118390	145132136
7	145016824	145019476
7	145016797	145019383
7	144963608	144964678
7	144872210	144873352
7	144857904	144859094
7	144780155	144789157
7	144780130	144789157
7	144780130	144789230
7	144570905	144571674
7	144539358	144542407
7	144524195	144528492
7	144524327	144528688
7	144438839	144439974
7	144421979	144423438
7	144359005	144361881
7	144358527	144362126
7	144277410	144289198
7	144277396	144289198
7	144235285	144236661
7	144132740	144134501
7	143993770	143995189
7	143783551	143785398
7	143729195	143733595
7	143551215	143552020
7	143551215	143557158
7	143551162	143557183
7	143551180	143557193
7	143458721	143459585
7	143458721	143462930
7	143328771	143332078
7	143328771	143332411
7	143253123	143253359
7	143251676	143256319
7	143224633	143231160
7	143212330	143213739
7	143145425	143146225
7	142888548	142892176
7	142888500	142892808
7	142888500	142892818
7	142847263	142850086
7	142816580	142819685
7	142810056	142811513
7	142719045	142722610
7	142719045	142722858
7	142682251	142683597
7	142622294	142626934
7	142559557	142561025
7	142418819	142428538
7	142418819	142429339
7	142349746	142350672
7	142270318	142272208
7	142211911	142242511
7	142203731	142205542
7	142040102	142041210
7	141943242	141944250
7	141941283	141944250
7	141941237	141944250
7	141937842	141939020
7	141937842	141940268
7	141917455	141921664
7	141917455	141921936
7	141766261	141769144
7	141712281	141718468
7	141680357	141680883
7	141680357	141682024
7	141680355	141681223
7	141680355	141681479
7	141633566	141634078
7	141632218	141633498
7	141630967	141633481
7	141601758	141604971
7	141564469	141571642
7	141464460	141465197
7	141180627	141200333
7	141198420	141199045
7	141155689	141160654
7	141046575	141048479
7	141038459	141044624
7	141038459	141045540
7	140853966	140857824
7	140743498	140746868
7	140736159	140740042
7	140731935	140734145
7	140723278	140728024
7	140709859	140714488
7	140709947	140716556
7	140608550	140612964
7	140608550	140613048
7	140608550	140613079
7	140456579	140462002
7	140456005	140462002
7	140455729	140462015
7	140455502	140457823
7	140455502	140462002
7	140438625	140447287
7	140386539	140396229
7	140384315	140385187
7	140295380	140296477
7	140262343	140265347
7	139988110	139988897
7	139946658	139947445
7	139744383	139749298
7	139746630	139749298
7	139638118	139639636
7	139637519	139639636
7	139637508	139639636
7	139562717	139562971
7	139461442	139463998
7	139409769	139410272
7	139405508	139409713
7	139387507	139395749
7	139258395	139262584
7	139238242	139246929
7	139168192	139173000
7	139144177	139153127
7	139144159	139153393
7	139144177	139154703
7	139144165	139154799
7	139032340	139036156
7	139032260	139036156
7	138946280	138950238
7	138946280	138951051
7	138795466	138804355
7	138795466	138804188
7	138800291	138801123
7	138739058	138742886
7	138733036	138733678
7	138722443	138724749
7	138639644	138656438
7	138627864	138631529
7	138627864	138629130
7	138596510	138599632
7	138591547	138594560
7	138496398	138501399
7	138496350	138501323
7	138410350	138410880
7	138130886	138155635
7	138128865	138130245
7	137860954	137862321
7	137860954	137862395
7	137729068	137729289
7	137588041	137593413
7	137558084	137559838
7	137522715	137525139
7	137522715	137525144
7	137522709	137525139
7	137522634	137525139
7	137522634	137525144
7	137497008	137498851
7	137492055	137496774
7	137491971	137496774
7	137371310	137376978
7	137312294	137316102
7	137198688	137200627
7	137131055	137132080
7	137051509	137053195
7	136889392	136890807
7	136831819	136832430
7	136777145	136779754
7	136777145	136781411
7	136777145	136781414
7	136605465	136606817
7	136605483	136608758
7	136605719	136608841
7	136605483	136608841
7	136605465	136608890
7	136424792	136426612
7	136210750	136213087
7	136210750	136212956
7	136181558	136183995
7	136176709	136177509
7	136065032	136067666
7	136059934	136062148
7	136059934	136061878
7	136061008	136061878
7	136050602	136057068
7	135997436	136022100
7	135997436	135999171
7	135874029	135874706
7	135842738	135848691
7	135672323	135673311
7	135662172	135663126
7	135522941	135525643
7	135441629	135503130
7	135441629	135503102
7	135441629	135486913
7	135180500	135238697
7	134916764	134917508
7	134911794	134917508
7	134604932	134607849
7	134316355	134318045
7	134316340	134318032
7	134168466	134169314
7	134168464	134170246
7	134112616	134113664
7	134115800	134116611
7	134112219	134116611
7	134081957	134082903
7	134071658	134072526
7	134040306	134046402
7	134040253	134041685
7	133976006	133976962
7	133972700	133976990
7	133655792	133657606
7	133655727	133657708
7	133596621	133599404
7	133562994	133564670
7	133562994	133564763
7	133562994	133564875
7	133562993	133564646
7	133562993	133564875
7	133392694	133395154
7	133392694	133400109
7	133392694	133400177
7	133392694	133400249
7	133080416	133085852
7	132922740	132925252
7	132922697	132924140
7	132766111	132766305
7	132762137	132763851
7	132664460	132666065
7	132660263	132661562
7	132622754	132628125
7	132573709	132575548
7	132548745	132551332
7	132423680	132426159
7	132216272	132217583
7	132215974	132217693
7	132189772	132195015
7	132140324	132141225
7	132130537	132131503
7	132118728	132127833
7	132097523	132107183
7	131855944	131856630
7	131818376	131820321
7	131816486	131817345
7	131816486	131817389
7	131816486	131820220
7	131816486	131820321
7	131675492	131684952
7	131475065	131477324
7	131469760	131471512
7	131469490	131471515
7	131453012	131455970
7	131227705	131228629
7	131226045	131227129
7	131222527	131223826
7	131222527	131223864
7	131222527	131224041
7	131218518	131219657
7	131159386	131160501
7	131144161	131145012
7	131140436	131143047
7	131066139	131074140
7	131064289	131073945
7	131015701	131021037
7	131015701	131021040
7	130980807	130981037
7	130977899	130981037
7	130969891	130973647
7	130911433	130915354
7	130904679	130906787
7	130814610	130818345
7	130814609	130818345
7	130811315	130812753
7	130674697	130684833
7	130557888	130558578
7	130524928	130525832
7	130495333	130495942
7	130490576	130491087
7	130459756	130461112
7	130272332	130277699
7	130271239	130277709
7	130270269	130277701
7	130270033	130277723
7	130210902	130211315
7	130130472	130134577
7	130130472	130131255
7	129994890	129998161
7	129987625	129989594
7	129963948	129964505
7	129908304	129911466
7	129898196	129899137
7	129803317	129807379
7	129801455	129801980
7	129799221	129801080
7	129753752	129758331
7	129479558	129483775
7	129477353	129483775
7	129477353	129483778
7	129470974	129483491
7	129470809	129483778
7	129379778	129383767
7	129376221	129383767
7	129296234	129298384
7	129151467	129263143
7	128994125	128999479
7	128902851	128903733
7	128902851	128903817
7	128884240	128885327
7	128740346	128742573
7	128670986	128677665
7	128595807	128597991
7	128543898	128545118
7	128457241	128460100
7	128406348	128407690
7	128406348	128407955
7	128404121	128405876
7	128384777	128385381
7	128171458	128175453
7	128151147	128156463
7	128151147	128156682
7	128005158	128006504
7	128005053	128006275
7	127925178	127926179
7	127925178	127927026
7	127925178	127927718
7	127925177	127927026
7	127925177	127927750
7	127890471	127893591
7	127627898	127629040
7	127627898	127631690
7	127620549	127621728
7	127613281	127615125
7	127408343	127409557
7	127330858	127334017
7	127292092	127293810
7	127179453	127184219
7	127179179	127184226
7	127130188	127130463
7	127012797	127014810
7	126945207	126946653
7	126892379	126893139
7	126864350	126866304
7	126840182	126841733
7	126677162	126694398
7	126615404	126617491
7	126570689	126572284
7	126556596	126557911
7	126553527	126554225
7	126550032	126554761
7	126550053	126554806
7	126505285	126511015
7	126495522	126499608
7	126480508	126482482
7	126480508	126482991
7	126480508	126484220
7	126435463	126447521
7	126435396	126440105
7	126255792	126256088
7	126248076	126249144
7	126142402	126145018
7	125896425	125900126
7	125722476	125723308
7	125687722	125688875
7	125671960	125673090
7	125668026	125670358
7	125659537	125660635
7	125617706	125619728
7	125608182	125611236
7	125541409	125542534
7	125439274	125444197
7	125414592	125416415
7	125355436	125357466
7	125137105	125139291
7	124898574	124903875
7	124898574	124903911
7	124762007	124764116
7	124599410	124605593
7	124438515	124440381
7	124417173	124422099
7	124183219	124184830
7	124181321	124184830
7	123831054	123884447
7	123831054	123833040
7	123715973	123718316
7	123715969	123718316
7	123704807	123708523
7	123509910	123514398
7	123508238	123508836
7	123394542	123423972
7	123368242	123371381
7	123119222	123119953
7	123117267	123117862
7	123117267	123118243
7	123117267	123119956
7	123098410	123099758
7	123098410	123100084
7	123096910	123097844
7	123096910	123099191
7	123096910	123099758
7	123022053	123023158
7	123020127	123021934
7	122956536	122957381
7	122751794	122752975
7	122699524	122704092
7	122570804	122576948
7	122484565	122485812
7	122365136	122366167
7	122365362	122371592
7	122149088	122164738
7	122099530	122102429
7	122023143	122023621
7	122016558	122021703
7	122013290	122014126
7	121850475	121852444
7	121745086	121747771
7	121710469	121716495
7	121638490	121643685
7	121635516	121637742
7	121609553	121612423
7	121609644	121612456
7	121578500	121579339
7	121444681	121445481
7	121410111	121430123
7	121329723	121332455
7	121299951	121302154
7	121285300	121289350
7	121228267	121247522
7	121216344	121220795
7	121216159	121220795
7	121052948	121056037
7	121052889	121056040
7	121043853	121048231
7	120797782	120799239
7	120744621	120745586
7	120727788	120730433
7	120597925	120600581
7	120597925	120600633
7	120594096	120600576
7	120570689	120588959
7	120570689	120593096
7	120570689	120599856
7	120472217	120474567
7	120386153	120387770
7	120384696	120387770
7	120344193	120351444
7	120344193	120351978
7	120236308	120236803
7	120234792	120236057
7	120233940	120236057
7	120206897	120208211
7	120138889	120143660
7	119991536	119991847
7	119991341	119992231
7	119983229	119983458
7	119983172	119983483
7	119982868	119983927
7	119943268	119944091
7	119158512	119159608
7	119182146	119183032
7	119181443	119182400
7	118909756	118911185
7	118651837	118653023
7	118651895	118657283
7	118651837	118657400
7	118651837	118657404
7	118550916	118552720
7	118550939	118553421
7	118550916	118556690
7	118345060	118345858
7	118343708	118344823
7	118343708	118345876
7	118340774	118342017
7	118322505	118337770
7	118009685	118010441
7	118008633	118016240
7	118008633	118016243
7	117880680	117881926
7	117878180	117881885
7	117878180	117881926
7	117877954	117881885
7	117808269	117812882
7	117728020	117730666
7	117704371	117709009
7	117704371	117715354
7	117574984	117578965
7	117546197	117550847
7	117546404	117550877
7	117347054	117349920
7	117140062	117140969
7	117047739	117049408
7	117047739	117049505
7	117047739	117049556
7	116476493	116477918
7	116404655	116408869
7	116404641	116408755
7	116404641	116408941
7	116400207	116402985
7	116399077	116399837
7	116399077	116402985
7	116205168	116205930
7	116103106	116106593
7	116050108	116052378
7	116050108	116052401
7	116050108	116052463
7	116001617	116002590
7	115999033	116010238
7	115996520	116000634
7	115996520	116002358
7	115996520	116010636
7	115750764	115752868
7	115750689	115752868
7	115334502	115335421
7	115242111	115247553
7	115209989	115210837
7	115209991	115211840
7	115209991	115213120
7	115209989	115213120
7	115159138	115160568
7	115159138	115160870
7	115020513	115022339
7	114910891	114911625
7	114587578	114593716
7	114383417	114386275
7	114382342	114386277
7	114382342	114386278
7	113562800	113564001
7	113386351	113388071
7	113360657	113360992
7	113191419	113194125
7	113008229	113011598
7	112903752	112905463
7	112658777	112661470
7	112497750	112498540
7	112497824	112499581
7	112497824	112499904
7	111693679	111695863
7	111688247	111689767
7	111690570	111692496
7	111688247	111692496
7	111688242	111692496
7	111449003	111450195
7	111111798	111113862
7	110942126	110944063
7	110809038	110810529
7	110359182	110359930
7	110325747	110328455
7	110325592	110330111
7	110325592	110330132
7	110132983	110133348
7	110084547	110085488
7	110076272	110083323
7	110073686	110080079
7	110073686	110083762
7	110072752	110073252
7	109749098	109755984
7	109749098	109756026
7	109749107	109756028
7	109749098	109756028
7	109749098	109756327
7	109749098	109756329
7	109337060	109353378
7	108816100	108816347
7	108815110	108817643
7	108815110	108817875
7	108815110	108818213
7	108562826	108563609
7	108281275	108282959
7	107954943	107958866
7	107954189	107958866
7	107885170	107886100
7	107883948	107886271
7	107885170	107886373
7	107488954	107489682
7	107022574	107025856
7	107022678	107026717
7	107022574	107026945
7	106775843	106782666
7	106528057	106528988
7	106353644	106364521
7	106257740	106259531
7	106258729	106259917
7	105935513	105939448
7	105935513	105939531
7	105935513	105940065
7	105637764	105644365
7	105538257	105539778
7	105238451	105239849
7	105090177	105091363
7	105090177	105091407
7	104912176	104917048
7	104912176	104917076
7	104912102	104914020
7	104781038	104784701
7	104643978	104648480
7	104643978	104647020
7	104424577	104428527
7	103973890	103975639
7	103904514	103907063
7	103649789	103651151
7	103333159	103334928
7	103304984	103308972
7	103270439	103270916
7	103239920	103240503
7	103235184	103235767
7	102679739	102687345
7	102684961	102687345
7	102674561	102677370
7	102495671	102496252
7	102491955	102492698
7	102424175	102424886
7	102424175	102426273
7	102167863	102168387
7	101930468	101931462
7	101914393	101915747
7	101912121	101913828
7	101903597	101905054
7	101868274	101871240
7	101803243	101803545
7	101603178	101605006
7	101156555	101159498
7	100823692	100825957
7	100823692	100826664
7	100823839	100826854
7	100550757	100552414
7	100294567	100312258
7	100291728	100293586
7	100267099	100269276
7	99983260	99983826
7	99876098	99877476
7	99876087	99877627
7	99412241	99413490
7	99324692	99326190
7	99324709	99328320
7	99233120	99234042
7	99117055	99117825
7	98838373	98844956
7	98816749	98817188
7	98587997	98591800
7	98272614	98278027
7	98148315	98149150
7	98100631	98102753
7	98100536	98102017
7	97993517	97993987
7	97960397	97961702
7	97901861	97921078
7	97901861	97906386
7	97716225	97762446
7	97650174	97654101
7	97642539	97646675
7	97363535	97368437
7	97363535	97368715
7	97248845	97252963
7	97250033	97251790
7	97189045	97195132
7	97189045	97195367
7	96195462	96202971
7	96074643	96075447
7	95986814	95992277
7	95805103	95806257
7	95561781	95562313
7	95462635	95464559
7	95116786	95118252
7	95111087	95115489
7	94875001	94884736
7	94678124	94678382
7	94672495	94674312
7	94538520	94543327
7	94229773	94266511
7	94082798	94084183
7	94067419	94068230
7	94050715	94054927
7	94051374	94054947
7	94050603	94054974
7	93881554	93891194
7	93774783	93778885
7	93575416	93581863
7	93575409	93576077
7	93262913	93263698
7	93262913	93264378
7	93262224	93262317
7	93253289	93263698
7	93253289	93263754
7	93253289	93264382
7	93119304	93123049
7	93111608	93111864
7	93109372	93111284
7	93019199	93020572
7	93011763	93013134
7	92970893	92972197
7	92674966	92676455
7	92479742	92480157
7	92418305	92419510
7	92417479	92419510
7	92317051	92335474
7	91999019	91999848
7	91709087	91712512
7	91709080	91712535
7	91666387	91668474
7	91542566	91542967
7	91390413	91392643
7	91234133	91234965
7	90823523	90852794
7	90846635	90852794
7	90816756	90817949
7	90774331	90803178
7	90716139	90718153
7	88701626	88704058
7	88703494	88704058
7	88573475	88578257
7	88329535	88330036
7	88132355	88151112
7	87541696	87543420
7	87537163	87541102
7	87218077	87221425
7	86884514	86886091
7	86756203	86758459
7	86602572	86609559
7	86304276	86304647
7	86221903	86230565
7	86114475	86115263
7	86114475	86115530
7	85900062	85906787
7	85900423	85906787
7	85828729	85898467
7	85828729	85882353
7	85790308	85791595
7	85604861	85606104
7	85368612	85369623
7	85288863	85290536
7	85035078	85036175
7	85030692	85036175
7	85030692	85036292
7	85030593	85033651
7	85030593	85036175
7	84727149	84728535
7	84647632	84648084
7	84514527	84587176
7	84392850	84394590
7	84185624	84186301
7	83790319	83791125
7	83788712	83791125
7	83391099	83392120
7	83291542	83295947
7	83291537	83295947
7	83167444	83172964
7	83167441	83169827
7	83167441	83173051
7	82965087	82967426
7	82587503	82594034
7	82586967	82595018
7	82593687	82595432
7	82587498	82595432
7	82426759	82431202
7	82344751	82349620
7	82030881	82034276
7	82030845	82032711
7	82030845	82033152
7	82030845	82034276
7	81954108	81965846
7	81954100	81965889
7	81286890	81330345
7	81286890	81330543
7	80946776	80947644
7	80831508	80834726
7	80831434	80834726
7	80829689	80830561
7	80622146	80622442
7	80526720	80535707
7	80526720	80527394
7	80528249	80528783
7	80332557	80350065
7	80332557	80352244
7	80041789	80045958
7	79993919	79995755
7	79993919	79995842
7	79281073	79281897
7	79231474	79234904
7	79031913	79033710
7	79030514	79033949
7	79030482	79034083
7	79030482	79034786
7	78808852	78811636
7	78657250	78681085
7	78384310	78386958
7	78304930	78305679
7	78022984	78023505
7	77985602	77988716
7	77944154	77946191
7	77903477	77909665
7	77619918	77620381
7	77480615	77482050
7	77460692	77461318
7	77454017	77454682
7	77320358	77332627
7	77320358	77332752
7	77320342	77332764
7	77320342	77332766
7	77238175	77239874
7	77106802	77108015
7	77076459	77080311
7	76973883	76975881
7	76599842	76604526
7	76594619	76595074
7	76568356	76568793
7	76567464	76568793
7	76564679	76565335
7	76564679	76568793
7	76561597	76563064
7	76289349	76328986
7	76292244	76303060
7	76275932	76276604
7	75161341	75162546
7	74832396	74832928
7	74399361	74408507
7	74250682	74259150
7	73538893	73547580
7	73545408	73547865
7	72143331	72143539
7	71974811	71975186
7	71970275	71971817
7	71790931	71791847
7	71783080	71783994
7	71698891	71699514
7	71491250	71494860
7	71494331	71496049
7	71444199	71445299
7	71344460	71346406
7	71344460	71346417
7	71116222	71120013
7	70856051	70858196
7	70716672	70716968
7	70668293	70669344
7	70654664	70665683
7	69649955	69650433
7	69491445	69493655
7	69217402	69218364
7	68994900	68997112
7	68994825	68997112
7	68923508	68926759
7	68377491	68379561
7	68331095	68335098
7	66356316	66358534
7	65930997	65931795
7	65918922	65919753
7	65895894	65896725
7	65768085	65768981
7	64713027	64714224
7	64714336	64716989
7	64600625	64601593
7	64600675	64602256
7	64600630	64602256
7	64600672	64602276
7	64600646	64602276
7	64600672	64602326
7	64600672	64602327
7	64600625	64602341
7	64600632	64602365
7	63317659	63329378
7	63317659	63318176
7	63042046	63042529
7	62641382	62646844
7	62317634	62319568
7	62318564	62323803
7	62318564	62323793
7	62319818	62323803
7	62319818	62320638
7	62149059	62150389
7	61925490	61927768
7	61548822	61550892
7	61548822	61550796
7	61536122	61541205
7	61225087	61227001
7	61146889	61148514
7	60855595	60907762
7	60271979	60272662
7	59346339	59347058
7	58642127	58652339
7	57642051	57653033
7	57435370	57436371
7	57166384	57178067
7	56558354	56611769
7	56126160	56129649
7	56112008	56115167
7	55181563	55182321
7	54650112	54650997
7	54644665	54650997
7	54644664	54650997
7	54346208	54348233
7	53484637	53485245
7	52604156	52609129
7	52502745	52508119
7	52269232	52270274
7	52017966	52019323
7	51535240	51535670
7	51530273	51533625
7	51486945	51489455
7	51485066	51485269
7	51184049	51184691
7	51043084	51057909
7	51043050	51057909
7	50609279	50610209
7	50383762	50386524
7	50166540	50172417
7	50144501	50160348
7	50129107	50131368
7	50129629	50136333
7	50129107	50136333
7	50129107	50136342
7	50122801	50123413
7	50124146	50128974
7	50122777	50128974
7	49750260	49752394
7	49405666	49407010
7	49398668	49400012
7	49279047	49332183
7	49175303	49175995
7	49170902	49171594
7	48591228	48591732
7	48556298	48557471
7	48453562	48454865
7	48058317	48061507
7	47738518	47740886
7	47587590	47590525
7	46500050	46500673
7	46493910	46497427
7	46346966	46350753
7	46347414	46350753
7	46316005	46320671
7	46316005	46319229
7	46316005	46318889
7	46202950	46207497
7	46202950	46203655
7	45837101	45841133
7	45424838	45425626
7	45424838	45425814
7	45424828	45426018
7	45424827	45426106
7	45402315	45403952
7	45400081	45402022
7	45162309	45167457
7	44868695	44874106
7	44845904	44847924
7	44775992	44784265
7	44739474	44740041
7	44588310	44588876
7	44469116	44472662
7	44466392	44472662
7	44378969	44379845
7	44378969	44381608
7	44377515	44381608
7	44305496	44307950
7	44305514	44307950
7	44044099	44048910
7	43434881	43436613
7	43427924	43430263
7	43337831	43344372
7	43337611	43344599
7	43135817	43149536
7	43136411	43149545
7	42969487	42973052
7	42941429	42943097
7	42932917	42934119
7	42211043	42244189
7	41844599	41845129
7	41484256	41484872
7	41345351	41347685
7	41345351	41348020
7	41345351	41348507
7	41183896	41191392
7	41183896	41191521
7	40987771	40988633
7	40631485	40633314
7	40624781	40625727
7	40349389	40356320
7	40328885	40330960
7	40328885	40331026
7	39888296	39889211
7	39748729	39748829
7	39745937	39752588
7	39518790	39524591
7	39518775	39520642
7	39518700	39524591
7	39518700	39524867
7	39518700	39524889
7	39194752	39202691
7	39194752	39202722
7	39194694	39202752
7	39139340	39140081
7	39139340	39140490
7	39063968	39065687
7	38948717	38951511
7	38631475	38632989
7	38613505	38615496
7	38552449	38553351
7	38552449	38554512
7	38217966	38231046
7	38218079	38231106
7	38211398	38215792
7	38037621	38039486
7	37757147	37757788
7	37266839	37270409
7	37266839	37270477
7	36957443	36961369
7	36738085	36739416
7	36553511	36557348
7	36553270	36553618
7	36536053	36545453
7	36524134	36525010
7	36519849	36520208
7	36240512	36241944
7	36229863	36230718
7	36220800	36225694
7	35554569	35556423
7	35512713	35522580
7	35375733	35376041
7	35365501	35365825
7	35294599	35295801
7	35019778	35024124
7	35019778	35024211
7	34692380	34693235
7	34692398	34693952
7	34692380	34694046
7	34692343	34694046
7	34647029	34649836
7	34482445	34483233
7	34383481	34384120
7	34235546	34237071
7	34235401	34237347
7	34234963	34237300
7	34183730	34198384
7	34183685	34198340
7	34027303	34032122
7	34027303	34028870
7	34014165	34016518
7	33926698	33928648
7	33105685	33110493
7	33101506	33110500
7	33101564	33110503
7	33064795	33066647
7	33064787	33066647
7	33014432	33014905
7	32747039	32748599
7	32496479	32548248
7	32496479	32547358
7	32458469	32460593
7	32105895	32114848
7	32105739	32114848
7	32105895	32114859
7	31921856	31924840
7	31921856	31924942
7	31921806	31922487
7	31921806	31924942
7	31781321	31783764
7	31781282	31782247
7	31776444	31776722
7	31742838	31745225
7	31569271	31571569
7	31530995	31533668
7	31523956	31527310
7	31458613	31459625
7	31315917	31320943
7	31098655	31099325
7	30966313	30966624
7	30883693	30890694
7	30671382	30693508
7	30517199	30518948
7	30435582	30440210
7	30384412	30385415
7	30379943	30380946
7	30159374	30161560
7	30159374	30161021
7	29918987	29920450
7	29664379	29668708
7	29551058	29552943
7	29264931	29267020
7	29183767	29184962
7	29179393	29181400
7	29179393	29182283
7	28804502	28805278
7	28775368	28784390
7	28600287	28601970
7	28599482	28602195
7	28411298	28412443
7	28411298	28412128
7	28411298	28412113
7	28338218	28347081
7	28331519	28335396
7	28278050	28283085
7	28274287	28275165
7	27993816	27998554
7	27820471	27822032
7	27814945	27815295
7	27780128	27782320
7	27780128	27782335
7	27672568	27673146
7	27685032	27687705
7	27433675	27438325
7	27326607	27328595
7	27240222	27242417
7	27049458	27116588
7	27024401	27027914
7	27024401	27027538
7	26874377	26877648
7	26790068	26790798
7	26725820	26726254
7	26613872	26615608
7	26608519	26611390
7	26503597	26509680
7	25919396	25925615
7	25919396	25926935
7	25919396	25927080
7	25828159	25833757
7	25819634	25820403
7	25738763	25740302
7	25707152	25708002
7	25547233	25547646
7	25511625	25512782
7	25509621	25512782
7	25173026	25173936
7	25170433	25172041
7	24834018	24835345
7	24809925	24810872
7	24418722	24422162
7	24381958	24383067
7	24381514	24382620
7	24381514	24382942
7	24381514	24383110
7	24238499	24240669
7	24237831	24240669
7	24164578	24165296
7	24155463	24156804
7	24100218	24101030
7	24092591	24093557
7	24034963	24036167
7	23963805	23974404
7	23879780	23883255
7	23611958	23613731
7	23546280	23546860
7	22742037	22742852
7	22692107	22694770
7	22692107	22694890
7	22692130	22696419
7	22564217	22565023
7	22328877	22330186
7	22281714	22283817
7	22279706	22281326
7	22202937	22204816
7	22165860	22172173
7	22015365	22026546
7	21644425	21647563
7	21520404	21521385
7	21431248	21433436
7	21151768	21157470
7	21151568	21157572
7	21151606	21162019
7	21145677	21146564
7	21134716	21135537
7	20903390	20904405
7	20903390	20905225
7	20865383	20868821
7	20630441	20632054
7	20491582	20492051
7	20255014	20257584
7	20206165	20213502
7	20206165	20213494
7	20206165	20207500
7	20182650	20183320
7	20176370	20179400
7	20077237	20078436
7	19976321	19977441
7	19976321	19977127
7	19835645	19843639
7	19761619	19765853
7	19678708	19681955
7	19637021	19637481
7	19593968	19604761
7	19501876	19506645
7	19429668	19430971
7	19360149	19366043
7	19331382	19358462
7	19265565	19270520
7	19063721	19083475
7	19063721	19067275
7	19063729	19083475
7	18877460	18878182
7	18867732	18868453
7	18865424	18866146
7	18789875	18790599
7	18779575	18780300
7	18755936	18756661
7	18484063	18486515
7	18427822	18432485
7	18412979	18414051
7	18233221	18235162
7	18233221	18235311
7	18233221	18235350
7	18061976	18062527
7	18028690	18030594
7	17876968	17877494
7	17724202	17724761
7	17651759	17656113
7	17590327	17596418
